generation,finish_count,best_finish_time,mean_penalized_time,std_penalized_time,p10_penalized_time,p25_penalized_time,median_penalized_time,p75_penalized_time,p90_penalized_time,best_finish_time_so_far
69,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
70,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
71,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
72,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
73,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
74,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
75,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
76,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
77,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
78,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
79,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
80,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
81,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
82,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
83,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
84,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
85,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
86,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
87,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
88,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
89,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
90,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
91,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
92,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
93,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
94,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
95,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
96,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
97,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
98,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
99,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
100,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
101,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
102,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
103,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
104,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
105,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
106,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
107,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
108,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
109,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
110,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
111,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
112,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
113,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
114,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
115,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
116,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
117,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
118,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
119,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
120,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
121,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
122,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
123,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
124,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
125,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
126,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
127,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
128,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
129,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
130,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
131,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
132,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
133,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
134,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
135,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
136,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
137,1,25.090000000001123,29.897708333333355,0.7012763351658633,30.0,30.0,30.0,30.0,30.0,25.090000000001123
138,1,25.090000000001123,29.897708333333355,0.7012763351658633,30.0,30.0,30.0,30.0,30.0,25.090000000001123
139,1,25.090000000001123,29.897708333333355,0.7012763351658633,30.0,30.0,30.0,30.0,30.0,25.090000000001123
140,1,25.090000000001123,29.897708333333355,0.7012763351658633,30.0,30.0,30.0,30.0,30.0,25.090000000001123
141,2,25.090000000001123,29.80708333333338,0.9269595422968175,30.0,30.0,30.0,30.0,30.0,25.090000000001123
142,3,25.090000000001123,29.706458333333405,1.1385617564555972,30.0,30.0,30.0,30.0,30.0,25.090000000001123
143,4,24.160000000000977,29.58479166666676,1.3858661394941378,30.0,30.0,30.0,30.0,30.0,24.160000000000977
144,4,24.160000000000977,29.58479166666676,1.3858661394941378,30.0,30.0,30.0,30.0,30.0,24.160000000000977
145,4,24.160000000000977,29.58479166666676,1.3858661394941378,30.0,30.0,30.0,30.0,30.0,24.160000000000977
146,5,24.160000000000977,29.520625000000123,1.4355681312198392,29.076000000000423,30.0,30.0,30.0,30.0,24.160000000000977
147,7,24.160000000000977,29.41520833333352,1.5280256727542454,27.30200000000147,30.0,30.0,30.0,30.0,24.160000000000977
148,4,24.160000000000977,29.577916666666756,1.4060404782181932,30.0,30.0,30.0,30.0,30.0,24.160000000000977
149,7,23.73000000000091,29.350625000000175,1.7072546264028152,25.69800000000122,30.0,30.0,30.0,30.0,23.73000000000091
150,5,23.070000000000807,29.400416666666768,1.777312998054792,28.55100000000034,30.0,30.0,30.0,30.0,23.070000000000807
151,8,23.070000000000807,29.18520833333352,1.926668097155246,25.195000000001137,30.0,30.0,30.0,30.0,23.070000000000807
152,7,23.070000000000807,29.26833333333349,1.8787932001387564,26.422000000001333,30.0,30.0,30.0,30.0,23.070000000000807
153,11,23.070000000000807,28.882708333333593,2.152441191204864,24.87400000000109,30.0,30.0,30.0,30.0,23.070000000000807
154,8,23.0300000000008,29.117500000000177,2.0821898528548997,25.18900000000114,30.0,30.0,30.0,30.0,23.0300000000008
155,9,23.0300000000008,28.973958333333528,2.227208398031556,24.24600000000099,30.0,30.0,30.0,30.0,23.0300000000008
156,7,23.0300000000008,29.15520833333348,2.0808802119766163,25.032000000001116,30.0,30.0,30.0,30.0,23.0300000000008
157,7,23.0300000000008,29.19562500000015,2.0139160714158386,25.52400000000119,30.0,30.0,30.0,30.0,23.0300000000008
158,8,23.0300000000008,29.047708333333503,2.1899773967469134,24.510000000001032,30.0,30.0,30.0,30.0,23.0300000000008
159,13,23.0300000000008,28.593125000000295,2.390428967997078,24.525000000001036,26.890000000001407,30.0,30.0,30.0,23.0300000000008
160,11,22.150000000000663,28.672916666666893,2.6186486323522864,23.642000000000895,30.0,30.0,30.0,30.0,22.150000000000663
161,15,22.150000000000663,28.276666666666987,2.6759837235840296,24.012000000000956,25.44250000000118,30.0,30.0,30.0,22.150000000000663
162,10,22.150000000000663,29.00083333333357,2.230658379392533,25.353000000001163,30.0,30.0,30.0,30.0,22.150000000000663
163,9,21.7400000000006,28.903750000000183,2.4551032098125427,23.560000000000887,30.0,30.0,30.0,30.0,21.7400000000006
164,10,21.7400000000006,28.883333333333553,2.408482694330055,24.36700000000101,30.0,30.0,30.0,30.0,21.7400000000006
165,16,21.7400000000006,28.080208333333662,2.937860963341937,23.317000000000846,25.32250000000116,30.0,30.0,30.0,21.7400000000006
166,13,21.7400000000006,28.487500000000278,2.693207118535712,23.6690000000009,27.67000000000153,30.0,30.0,30.0,21.7400000000006
167,13,21.7400000000006,28.35458333333359,2.8589763307380216,22.989000000000793,27.212500000001455,30.0,30.0,30.0,21.7400000000006
168,13,21.7400000000006,28.323750000000246,2.8503323088424715,23.608000000000892,26.41000000000133,30.0,30.0,30.0,21.7400000000006
169,11,21.7400000000006,28.53854166666687,2.8252698909299725,22.65900000000074,30.0,30.0,30.0,30.0,21.7400000000006
170,11,21.50000000000056,28.43062500000019,3.008049898639747,22.26900000000068,30.0,30.0,30.0,30.0,21.50000000000056
171,10,21.50000000000056,28.66395833333352,2.7504240124501265,23.178000000000825,30.0,30.0,30.0,30.0,21.50000000000056
172,10,21.49000000000056,28.452083333333487,3.052352206586559,22.218000000000675,30.0,30.0,30.0,30.0,21.49000000000056
173,10,21.29000000000053,28.587708333333506,2.8753030561888453,22.925000000000786,30.0,30.0,30.0,30.0,21.29000000000053
174,7,21.29000000000053,28.98020833333345,2.5605577920828066,24.62500000000105,30.0,30.0,30.0,30.0,21.29000000000053
175,6,21.29000000000053,29.011250000000086,2.637500888625235,23.572000000000884,30.0,30.0,30.0,30.0,21.29000000000053
176,9,21.29000000000053,28.52479166666679,3.110346972594706,21.68600000000059,30.0,30.0,30.0,30.0,21.29000000000053
177,5,21.29000000000053,29.193541666666736,2.4276544660631454,28.695000000000363,30.0,30.0,30.0,30.0,21.29000000000053
178,11,21.29000000000053,28.42520833333352,3.0751375237424625,22.205000000000673,30.0,30.0,30.0,30.0,21.29000000000053
179,12,20.840000000000455,28.267708333333534,3.1926140279707322,22.12300000000066,29.500000000000394,30.0,30.0,30.0,20.840000000000455
180,11,20.840000000000455,28.560000000000212,2.8295111474125068,24.02400000000096,30.0,30.0,30.0,30.0,20.840000000000455
181,14,20.840000000000455,28.094166666666922,3.1711681820564053,22.162000000000663,25.96000000000126,30.0,30.0,30.0,20.840000000000455
182,13,20.840000000000455,28.305625000000248,3.088088612077053,21.704000000000594,28.097500000001588,30.0,30.0,30.0,20.840000000000455
183,10,20.840000000000455,28.555208333333496,3.0118031625471597,22.301000000000688,30.0,30.0,30.0,30.0,20.840000000000455
184,10,20.840000000000455,28.440625000000153,3.109381909539797,22.285000000000686,30.0,30.0,30.0,30.0,20.840000000000455
185,16,20.840000000000455,27.89541666666697,3.238623008788385,22.346000000000693,25.26750000000115,30.0,30.0,30.0,20.840000000000455
186,12,20.840000000000455,28.24208333333353,3.1942552329226546,21.84900000000062,29.192500000000347,30.0,30.0,30.0,20.840000000000455
187,13,20.840000000000455,28.204791666666896,3.0855206135424296,22.77400000000076,26.2450000000013,30.0,30.0,30.0,20.840000000000455
188,12,20.840000000000455,28.502500000000236,2.8950435373810373,23.351000000000848,29.91500000000046,30.0,30.0,30.0,20.840000000000455
189,21,20.840000000000455,27.35229166666708,3.281018794764053,22.477000000000714,24.125000000000973,30.0,30.0,30.0,20.840000000000455
190,11,20.840000000000455,28.34541666666684,3.171050666007595,21.339000000000535,30.0,30.0,30.0,30.0,20.840000000000455
191,10,20.840000000000455,28.376666666666807,3.2242145899770094,21.946000000000634,30.0,30.0,30.0,30.0,20.840000000000455
192,12,20.840000000000455,28.146875000000183,3.321970522301464,21.23700000000052,28.8975000000003,30.0,30.0,30.0,20.840000000000455
193,14,19.850000000000303,28.018333333333572,3.3357235180522773,21.812000000000612,26.445000000001336,30.0,30.0,30.0,19.850000000000303
194,10,19.850000000000303,28.498541666666824,3.0659303846079635,22.915000000000784,30.0,30.0,30.0,30.0,19.850000000000303
195,12,19.850000000000303,28.221666666666863,3.2187098433306707,22.68500000000075,29.047500000000323,30.0,30.0,30.0,19.850000000000303
196,15,19.850000000000303,28.195416666666972,3.0599502707920694,23.843000000000927,25.810000000001235,30.0,30.0,30.0,19.850000000000303
197,20,19.850000000000303,27.39437500000038,3.3357657205964073,22.294000000000686,24.462500000001025,30.0,30.0,30.0,19.850000000000303
198,14,19.850000000000303,27.801666666666875,3.5454838253126466,21.379000000000545,24.175000000000978,30.0,30.0,30.0,19.850000000000303
199,12,19.850000000000303,28.12291666666685,3.4369972107040265,21.450000000000554,29.582500000000408,30.0,30.0,30.0,19.850000000000303
200,13,19.850000000000303,28.4245833333336,3.0315184302679223,23.363000000000856,29.03250000000174,30.0,30.0,30.0,19.850000000000303
201,19,19.850000000000303,27.551666666667032,3.4420145102667714,21.7350000000006,24.155000000000975,30.0,30.0,30.0,19.850000000000303
202,16,19.850000000000303,27.732291666666942,3.5241489750380954,21.29400000000053,25.755000000001225,30.0,30.0,30.0,19.850000000000303
203,11,19.850000000000303,28.521458333333538,3.1212410656547007,21.41900000000055,30.0,30.0,30.0,30.0,19.850000000000303
204,17,19.850000000000303,27.90187500000034,3.310742399277435,22.07700000000065,26.132500000001286,30.0,30.0,30.0,19.850000000000303
205,15,19.850000000000303,27.818958333333583,3.55140537885058,21.205000000000513,26.16000000000129,30.0,30.0,30.0,19.850000000000303
206,13,19.850000000000303,27.892708333333513,3.5507896654493663,21.576000000000572,24.49500000000103,30.0,30.0,30.0,19.850000000000303
207,9,19.850000000000303,28.496041666666784,3.233513787651014,21.67900000000059,30.0,30.0,30.0,30.0,19.850000000000303
208,15,19.850000000000303,28.01750000000028,3.2887089032017154,22.668000000000742,27.15750000000144,30.0,30.0,30.0,19.850000000000303
209,15,19.850000000000303,27.885416666666927,3.402840699531351,22.21100000000067,25.105000000001127,30.0,30.0,30.0,19.850000000000303
210,17,19.850000000000303,27.337708333333584,3.7955655263647547,20.97600000000048,23.635000000000893,30.0,30.0,30.0,19.850000000000303
211,18,19.58000000000026,27.380416666666964,3.6466211291715225,21.50500000000056,24.527500000001034,30.0,30.0,30.0,19.58000000000026
212,15,19.58000000000026,27.543125000000202,3.775864225715715,21.258000000000525,22.972500000000792,30.0,30.0,30.0,19.58000000000026
213,12,19.58000000000026,28.35020833333355,3.1832893689697315,22.97200000000079,29.520000000000397,30.0,30.0,30.0,19.58000000000026
214,16,19.58000000000026,27.954791666666978,3.439924290338733,21.890000000000622,25.882500000001247,30.0,30.0,30.0,19.58000000000026
215,11,19.58000000000026,28.344583333333507,3.233840569104689,22.802000000000763,30.0,30.0,30.0,30.0,19.58000000000026
216,19,19.58000000000026,27.334166666667,3.77617467007119,21.1310000000005,24.260000000000993,30.0,30.0,30.0,19.58000000000026
217,15,19.58000000000026,27.650833333333555,3.692221459440605,21.066000000000493,24.262500000000994,30.0,30.0,30.0,19.58000000000026
218,13,18.99000000000017,27.7870833333335,3.7646956264378866,21.04000000000049,24.850000000001085,30.0,30.0,30.0,18.99000000000017
219,17,18.99000000000017,27.408750000000264,3.747317165319486,21.81400000000061,23.92000000000094,30.0,30.0,30.0,18.99000000000017
220,20,18.99000000000017,27.05500000000033,3.781843135297653,21.068000000000495,23.6625000000009,30.0,30.0,30.0,18.99000000000017
221,15,18.99000000000017,27.555000000000206,3.78044309572279,21.631000000000583,24.027500000000956,30.0,30.0,30.0,18.99000000000017
222,16,18.99000000000017,27.621666666666925,3.747573844798875,20.112000000000343,24.842500000001085,30.0,30.0,30.0,18.99000000000017
223,17,18.99000000000017,27.384166666666925,3.91132161878232,20.70800000000044,24.260000000000996,30.0,30.0,30.0,18.99000000000017
224,20,18.99000000000017,26.702916666666937,4.165161040470549,20.158000000000353,22.84000000000077,30.0,30.0,30.0,18.99000000000017
225,14,18.99000000000017,27.585000000000175,3.8662244718413437,21.49600000000056,23.810000000000922,30.0,30.0,30.0,18.99000000000017
226,18,18.99000000000017,27.26166666666695,3.8981183138646744,20.389000000000387,23.805000000000923,30.0,30.0,30.0,18.99000000000017
227,22,18.99000000000017,26.668125000000344,4.075419025618515,19.857000000000305,22.91000000000078,30.0,30.0,30.0,18.99000000000017
228,23,18.99000000000017,26.190833333333643,4.280263734734942,20.181000000000356,22.08500000000065,30.0,30.0,30.0,18.99000000000017
229,14,18.130000000000035,27.429791666666816,4.190867297659976,19.845000000000304,24.602500000001047,30.0,30.0,30.0,18.130000000000035
230,15,18.130000000000035,27.436666666666856,4.061548008114729,19.982000000000326,23.970000000000947,30.0,30.0,30.0,18.130000000000035
231,13,18.130000000000035,27.70854166666682,3.907562640563682,21.082000000000495,24.57000000000104,30.0,30.0,30.0,18.130000000000035
232,18,18.130000000000035,27.162708333333597,4.036360127837408,20.861000000000463,23.93000000000094,30.0,30.0,30.0,18.130000000000035
233,19,18.130000000000035,26.836458333333585,4.217869470865857,19.43100000000024,23.470000000000873,30.0,30.0,30.0,18.130000000000035
234,20,18.130000000000035,26.455833333333562,4.476421484350419,19.316000000000223,22.155000000000662,30.0,30.0,30.0,18.130000000000035
235,13,18.130000000000035,27.52270833333346,4.261936052421412,19.535000000000256,26.35250000000132,30.0,30.0,30.0,18.130000000000035
236,9,18.130000000000035,28.517708333333456,3.4718932392759103,22.617000000000736,30.0,30.0,30.0,30.0,18.130000000000035
237,13,18.130000000000035,27.44791666666678,4.320885305858938,19.668000000000276,25.022500000001116,30.0,30.0,30.0,18.130000000000035
238,19,18.130000000000035,26.55645833333354,4.562042438052924,19.025000000000176,21.655000000000584,30.0,30.0,30.0,18.130000000000035
239,18,18.130000000000035,26.695833333333525,4.568327936881021,19.71000000000028,21.63000000000058,30.0,30.0,30.0,18.130000000000035
240,15,18.130000000000035,27.35770833333351,4.247701947123408,19.228000000000208,25.092500000001124,30.0,30.0,30.0,18.130000000000035
241,21,18.130000000000035,26.31437500000025,4.549774676769569,18.971000000000164,22.092500000000655,30.0,30.0,30.0,18.130000000000035
242,21,18.130000000000035,26.220625000000236,4.502482836469967,19.792000000000293,21.67500000000059,30.0,30.0,30.0,18.130000000000035
243,19,18.130000000000035,26.41375000000019,4.6722637380073735,19.001000000000175,20.97250000000048,30.0,30.0,30.0,18.130000000000035
244,14,18.130000000000035,27.376666666666807,4.333923036797923,19.234000000000208,24.530000000001035,30.0,30.0,30.0,18.130000000000035
245,20,18.130000000000035,26.50395833333357,4.544543312031397,18.787000000000138,22.085000000000655,30.0,30.0,30.0,18.130000000000035
246,21,18.130000000000035,26.318125000000247,4.696871146594018,18.87500000000015,21.24000000000052,30.0,30.0,30.0,18.130000000000035
247,18,17.91,26.60833333333351,4.76633171900096,18.5370000000001,21.452500000000555,30.0,30.0,30.0,17.91
248,19,17.91,26.25604166666683,4.857354277957914,18.786000000000136,21.045000000000492,30.0,30.0,30.0,17.91
249,19,17.359999999999914,26.036875000000126,5.11259073116303,18.33800000000007,20.06500000000034,30.0,30.0,30.0,17.359999999999914
250,16,17.359999999999914,26.61520833333343,4.875098285155844,18.628000000000114,21.23500000000052,30.0,30.0,30.0,17.359999999999914
251,13,17.359999999999914,27.175208333333405,4.724052369516001,18.605000000000107,22.59000000000073,30.0,30.0,30.0,17.359999999999914
252,21,17.359999999999914,26.128541666666887,4.921051712448931,18.669000000000118,21.027500000000487,30.0,30.0,30.0,17.359999999999914
253,17,17.359999999999914,26.56000000000013,4.950470516358278,17.938000000000006,21.595000000000574,30.0,30.0,30.0,17.359999999999914
254,17,17.359999999999914,26.43145833333345,4.954464732938314,18.521000000000097,21.692500000000592,30.0,30.0,30.0,17.359999999999914
255,16,17.359999999999914,26.80750000000013,4.780296146683708,18.896000000000157,21.610000000000582,30.0,30.0,30.0,17.359999999999914
256,19,17.359999999999914,26.224583333333488,4.963652871262048,18.49000000000009,21.175000000000512,30.0,30.0,30.0,17.359999999999914
257,13,17.359999999999914,27.09000000000006,4.863231521666711,18.144000000000037,22.990000000000794,30.0,30.0,30.0,17.359999999999914
258,14,17.359999999999914,27.112708333333433,4.725693396909756,18.697000000000124,24.407500000001015,30.0,30.0,30.0,17.359999999999914
259,14,17.359999999999914,26.938958333333407,4.901155152777408,18.85000000000015,21.737500000000598,30.0,30.0,30.0,17.359999999999914
260,16,17.359999999999914,27.037291666666835,4.578432109532291,19.230000000000206,23.367500000000852,30.0,30.0,30.0,17.359999999999914
261,18,17.359999999999914,26.58187500000017,4.794306369821127,18.780000000000136,21.502500000000563,30.0,30.0,30.0,17.359999999999914
262,20,17.359999999999914,25.590208333333432,5.289125041686597,18.082000000000026,20.155000000000353,30.0,30.0,30.0,17.359999999999914
263,20,17.359999999999914,25.686458333333448,5.339606527944104,18.078000000000028,19.02250000000017,30.0,30.0,30.0,17.359999999999914
264,25,17.32999999999991,24.765000000000168,5.392596777063867,17.809999999999985,19.24750000000021,27.695000000001528,30.0,30.0,17.32999999999991
265,16,17.32999999999991,26.328541666666723,5.315915956502397,17.847999999999992,19.772500000000292,30.0,30.0,30.0,17.32999999999991
266,13,17.32999999999991,26.9616666666667,5.037223248532381,17.972000000000012,21.1025000000005,30.0,30.0,30.0,17.32999999999991
267,16,17.32999999999991,26.495416666666753,5.0927374590084815,18.144000000000034,21.02500000000049,30.0,30.0,30.0,17.32999999999991
268,15,17.32999999999991,26.740833333333413,4.966526214456955,18.5620000000001,21.25500000000052,30.0,30.0,30.0,17.32999999999991
269,17,17.32999999999991,26.435625000000112,4.98572123930337,18.246000000000056,20.677500000000432,30.0,30.0,30.0,17.32999999999991
270,15,17.32999999999991,26.870416666666767,4.790430112184214,18.762000000000132,22.57000000000073,30.0,30.0,30.0,17.32999999999991
271,21,17.32999999999991,25.612708333333472,5.250342742614985,18.225000000000048,19.882500000000306,30.0,30.0,30.0,17.32999999999991
272,21,17.32999999999991,25.840000000000174,5.013471019829044,18.42600000000008,20.812500000000455,30.0,30.0,30.0,17.32999999999991
273,16,17.32999999999991,26.695208333333444,4.881199045650875,19.034000000000177,21.62000000000058,30.0,30.0,30.0,17.32999999999991
274,21,17.32999999999991,25.617083333333472,5.252579111863827,18.034000000000017,19.69000000000028,30.0,30.0,30.0,17.32999999999991
275,11,17.32999999999991,27.479375000000044,4.734430362712568,17.952000000000005,30.0,30.0,30.0,30.0,17.32999999999991
276,11,17.32999999999991,27.63375000000006,4.507054482049903,18.204000000000047,30.0,30.0,30.0,30.0,17.32999999999991
277,14,17.32999999999991,27.104791666666767,4.780971828327718,18.256000000000054,23.910000000000938,30.0,30.0,30.0,17.32999999999991
278,10,17.32999999999991,27.73687500000004,4.490085910578386,18.970000000000166,30.0,30.0,30.0,30.0,17.32999999999991
279,13,17.32999999999991,27.044166666666722,4.990713389775908,17.544999999999945,24.417500000001017,30.0,30.0,30.0,17.32999999999991
280,8,17.32999999999991,28.25750000000004,4.021940089475837,20.449000000000396,30.0,30.0,30.0,30.0,17.32999999999991
281,8,17.32999999999991,28.10312500000002,4.343890899992953,17.995000000000015,30.0,30.0,30.0,30.0,17.32999999999991
282,14,17.32999999999991,27.06479166666676,4.722366104323447,18.922000000000157,22.390000000000704,30.0,30.0,30.0,17.32999999999991
